"Date","X_00060_00003","X_99133_00003"
"03/15/16",1740,13.4
"03/16/16",1660,13.4
"03/17/16",1570,13.4
"03/18/16",1490,13.4
"03/19/16",1410,13.4
"03/20/16",1360,13.3
"03/21/16",1310,13.3
"03/22/16",1290,13.4
"03/23/16",1280,13.5
"03/24/16",1360,13.3
"03/25/16",1710,13.4
"03/26/16",1980,13.7
"03/27/16",2100,13.9
"03/28/16",2460,14
"03/29/16",2740,14.7
"03/30/16",2510,15
"03/31/16",2370,14.8
"04/01/16",2590,14.5
"04/02/16",3740,14.6
"04/03/16",4480,15.1
"04/04/16",3730,15.6
"04/05/16",3040,15.5
"04/06/16",2640,15.2
"04/07/16",2450,15.1
"04/08/16",2230,15.1
"04/09/16",2040,14.9
"04/10/16",1910,14.7
"04/11/16",1820,14.7
"04/12/16",1700,14.6
"04/13/16",1570,14.5
"04/14/16",1510,14.3
"04/15/16",1470,14.3
"04/16/16",1420,14.2
"04/17/16",1380,14.1
"04/18/16",1350,13.9
"04/19/16",1340,13.6
"04/20/16",1430,13.3
"04/21/16",2150,13.4
"04/22/16",3850,15.4
"04/23/16",3850,16.2
"04/24/16",3170,16.2
"04/25/16",2850,15.9
"04/26/16",2710,15.7
"04/27/16",3240,15.3
"04/28/16",4020,15.6
"04/29/16",5840,16.3
"04/30/16",7140,15.5
"05/01/16",8910,14.3
"05/02/16",10200,14.8
"05/03/16",11000,15.2
"05/04/16",10600,15.4
"05/05/16",8810,15.4
"05/06/16",6380,15.4
"05/07/16",5040,15.4
"05/08/16",4270,15.4
"05/09/16",3950,15.1
"05/10/16",4850,14.7
"05/11/16",6880,15.1
"05/12/16",6950,16.4
"05/13/16",5710,16.5
"05/14/16",4770,16.4
"05/15/16",4050,16.4
"05/16/16",3530,16.3
"05/17/16",3150,16.2
"05/18/16",2880,16.2
"05/19/16",2670,16.1
"05/20/16",2510,16.1
"05/21/16",2370,16.1
"05/22/16",2230,16.1
"05/23/16",2170,16
"05/24/16",2510,15.5
"05/25/16",2430,15.8
"05/26/16",2570,15.6
"05/27/16",3180,14.8
"05/28/16",2670,16
"05/29/16",2350,16.1
"05/30/16",2150,16.2
"05/31/16",2060,16
"06/01/16",1960,16.1
"06/02/16",2290,16.3
"06/03/16",2310,16.9
"06/04/16",2050,17
"06/05/16",1860,16.8
"06/06/16",1700,16.6
"06/07/16",1570,16.5
"06/08/16",1480,16.3
"06/09/16",1390,16.2
"06/10/16",1330,16.1
"06/11/16",1270,16.1
"06/12/16",1210,15.9
"06/13/16",1150,15.5
"06/14/16",1170,15.1
"06/15/16",1450,14.8
"06/16/16",1650,15.1
"06/17/16",1680,15.7
"06/18/16",1480,16.4
"06/19/16",1290,16.3
"06/20/16",1170,15.9
"06/21/16",1070,15.6
"06/22/16",991,15.2
"06/23/16",926,15
"06/24/16",860,14.6
"06/25/16",805,14.2
"06/26/16",755,13.8
"06/27/16",698,13.4
"06/28/16",644,12.9
"06/29/16",607,12.4
"06/30/16",602,12
"07/01/16",586,11.7
"07/02/16",545,11.5
"07/03/16",509,11.1
"07/04/16",472,10.9
"07/05/16",444,10.7
"07/06/16",444,10.1
"07/07/16",475,9.22
"07/08/16",468,8.85
"07/09/16",426,8.42
"07/10/16",401,7.69
"07/11/16",397,6.93
"07/12/16",401,6.34
"07/13/16",440,6.21
"07/14/16",417,5.88
"07/15/16",424,5.48
"07/16/16",364,5.34
"07/17/16",381,5.24
"07/18/16",552,5.11
"07/19/16",725,5.64
"07/20/16",1780,6.03
"07/21/16",3180,8.24
"07/22/16",2890,10.8
"07/23/16",1930,11
"07/24/16",1350,10.8
"07/25/16",1080,10.4
"07/26/16",885,9.9
"07/27/16",729,9.44
"07/28/16",625,8.96
"07/29/16",551,8.25
"07/30/16",487,7.77
"07/31/16",438,7.2
"08/01/16",399,6.76
"08/02/16",392,6.35
"08/03/16",374,6.05
"08/04/16",345,5.65
"08/05/16",325,5.09
"08/06/16",293,4.34
"08/07/16",260,3.88
"08/08/16",237,3.56
"08/09/16",221,3.26
"08/10/16",212,2.94
"08/11/16",285,2.8
"08/12/16",908,3.27
"08/13/16",1000,5.54
"08/14/16",812,5.98
"08/15/16",716,5.2
"08/16/16",560,5.93
"08/17/16",474,5.82
"08/18/16",405,5.32
"08/19/16",360,4.69
"08/20/16",340,4.26
"08/21/16",370,4.28
"08/22/16",482,4.14
"08/23/16",458,4.18
"08/24/16",374,4.98
"08/25/16",319,5.28
"08/26/16",299,5.15
"08/27/16",364,5.16
"08/28/16",315,4.9
"08/29/16",288,5.19
"08/30/16",269,5.14
"08/31/16",255,4.77
"09/01/16",247,4.25
"09/02/16",263,4.15
"09/03/16",277,4.08
"09/04/16",247,4.02
"09/05/16",226,3.91
"09/06/16",217,3.64
"09/07/16",220,3.25
"09/08/16",224,3.17
"09/09/16",348,3.28
"09/10/16",1160,5.64
"09/11/16",1040,7.64
"09/12/16",1180,8.42
"09/13/16",973,9.08
"09/14/16",785,9.09
"09/15/16",680,8.57
"09/16/16",1190,6.86
"09/17/16",2920,7.62
"09/18/16",5570,7.1
"09/19/16",5810,6.48
"09/20/16",5610,6.23
"09/21/16",4820,6.38
"09/22/16",3810,6.47
"09/23/16",2970,6.68
"09/24/16",2420,6.88
"09/25/16",2930,7.16
"09/26/16",3290,8.77
"09/27/16",3580,9.86
"09/28/16",3110,10.5
"09/29/16",2570,10.5
"09/30/16",2220,10.3
